CountyState,Average,RegionID
"York, PA",372800,398920
"Contra Costa, CA",960900,39222
"Macomb, MI",345200,50765
"Chester, PA",1163700,395801
"Saginaw, MI",122800,25088
"Wayne, MI",311100,31879
"Butler, PA",218300,398468
"El Paso, CO",256800,396537
"Avoyelles, LA",111000,38035
"Clark, WA",521500,250023
"Mercer, PA",181400,398872
"Howard, IN",119500,49239
"Platte, MO",348600,15634
"Worcester, MA",872900,31969
"Washington, PA",228600,209118
"Island, WA",493500,51562
"Saratoga, NY",285700,3521
"Putnam, NY",389000,23245
"Ionia, MI",144700,49767
"Shelby, AL",626100,105065
"Carroll, NH",174300,398768
"Schuylkill, PA",121600,6976
"Dane, WI",365000,398320
"Twin Falls, ID",355300,46036
"Marion, FL",211200,20121
"Allegheny, PA",1056700,24779
"Newton, MS",145600,36016
"Tuscarawas, OH",249100,22944
"Cheshire, NH",244000,49924
"El Paso, CO",563800,119655
"Whitley, IN",201300,55494
"Erie, PA",222700,17916
"Ulster, NY",275900,11899
"Lancaster, PA",277400,46720
"Onondaga, NY",135400,44014
"Lake, IL",290500,48549
"Stanly, NC",137200,26107
"Defiance, OH",146500,52504
"Adams, CO",354000,7507
"Merrimack, NH",335300,32582
"Bergen, NJ",1750000,31443
"Tarrant, TX",228800,42158
"Broome, NY",175000,12517
"Litchfield, CT",294100,47984
"Chester, PA",446700,397573
"Cattaraugus, NY",164700,397976
"Suffolk, NY",329900,10760
"Middlesex, NJ",320000,50510
"Rensselaer, NY",316800,23558
"Henderson, NC",293900,25092
"York, PA",305900,397615
"Carbon, PA",189900,46972
"Monroe, TN",190900,27385
"Starke, IN",154400,53610
"Union, IN",158500,25578
"Kenton, KY",360500,11496
"Cook, IL",225800,18306
"McClain, OK",174200,3696
"New London, CT",371600,26198
"Luzerne, PA",107000,54645
"Waukesha, WI",280600,397468
"Clackamas, OR",567500,30903
"Wilson, NC",203200,42255
"Butler, PA",163100,397692
"Greenville, SC",253200,8963
"Larimer, CO",423700,55079
"Haralson, GA",86600,8278
"Jefferson, AL",132900,10040
"Northampton, PA",328400,399182
"Orange, CA",1269000,54970
"Lancaster, PA",384300,397981
"Waukesha, WI",284700,399068
"Portage, OH",275600,35128
"Will, IL",309300,53859
"Fulton, NY",156700,397176
"Muskegon, MI",126700,53386
"Saint Louis, MN",87100,49192
"Duval, FL",467700,16832
"Allegheny, PA",683100,397302
"Escambia, FL",134900,21534
"Ulster, NY",359700,396786
"Cumberland, PA",340800,398500
"Hunterdon, NJ",466600,395530
"Essex, MA",1030600,5771
"Lancaster, PA",319400,7955
"Erie, PA",221200,397975
"Berks, PA",235600,27083
"Van Buren, MI",77400,9936
"Polk, TX",142900,40157
"La Crosse, WI",183200,39029
"Harford, MD",522100,163854
"Fayette, PA",105600,398040
"Dallas, MO",92300,23875
"Franklin, PA",187200,398055
"Tioga, NY",147000,399237
"Cabarrus, NC",254000,26013
"Broome, NY",146700,10901
"Carroll, MD",421400,12524
"Camden, NJ",244600,27146
"Allegheny, PA",94100,41312
"Northampton, PA",205500,23592
"Spokane, WA",321000,250356
"Rock, WI",235400,397246
"Lancaster, PA",334200,398288
"Monmouth, NJ",592800,190695
"Beaufort, SC",147700,12333
"Kenosha, WI",410000,41988
"Hampden, MA",380600,38863
"Preble, OH",191800,37708
"Yakima, WA",190800,41335
"Saint Johns, FL",182000,43692
"Allegheny, PA",470300,398834
"Dutchess, NY",417400,196543
"Lancaster, PA",331900,32719
"Utah, UT",497000,55376
"Humphreys, MS",67500,29870
"Prince Georges, MD",325800,396708
"Davis, UT",232800,43071
"Chester, PA",697700,397328
"Montgomery, PA",505000,24162
"Lake, IL",1094200,12433
"Weld, CO",465100,52113
"Northampton, PA",332800,397316
"Santa Barbara, CA",3062800,39843
"Los Angeles, CA",703800,114828
"York, PA",338600,398573
"Seminole, OK",60600,56878
"Fayette, PA",77100,398031
"Oswego, NY",169700,399208
"Baldwin, AL",251400,47702
"Hernando, FL",142600,126414
"Dane, WI",284500,399184
"Orange, NY",362100,396146
"Prince Georges, MD",475900,4085
"Montgomery, PA",951500,35353
"Preble, OH",203800,15766
"Berks, PA",283900,41849
"Walworth, WI",233400,397577
"Hennepin, MN",663100,32140
"Snohomish, WA",391100,27312
"La Salle, IL",79900,6291
"Wells, IN",148400,37466
"Bucks, PA",452400,398970
"Salem, NJ",77700,33824
"Columbia, OR",303300,24095
"Montgomery, PA",467900,57135
"Madison, AL",140500,57107
"Butler, PA",188700,396630
"Mendocino, CA",556700,43361
"Cook, IL",407800,49870
"Jasper, TX",93800,3889
"Sumner, TN",172200,9546
"Salem, NJ",150500,22377
"Campbell, TN",193000,52659
"Hillsborough, NH",223000,22343
"El Dorado, CA",642800,56896
"Columbia, NY",335100,396800
"Tolland, CT",413200,11859
"Windham, CT",319500,30734
"Washington, MN",277900,47524
"Montgomery, PA",426700,23224
"Sangamon, IL",267400,51365
"San Luis Obispo, CA",454900,33847
"Chester, PA",372900,398232
"Midland, MI",153300,15040
"Saint Bernard, LA",150400,25854
"Columbia, GA",222500,52353
"Lackawanna, PA",116900,6319
"Chester, PA",278000,40213
"Westchester, NY",843200,46810
"Los Angeles, CA",905700,18875
"Sullivan, NH",128000,397737
"Brooks, TX",65100,24672
"Middlesex, NJ",511500,21484
"Lake, IL",342500,22817
"Venango, PA",157500,4238
"Culpeper, VA",482300,23476
"Nash, NC",174100,7209
"Jasper, TX",78800,8440
"Tooele, UT",426400,11333
"Lagrange, IN",149200,41255
"Racine, WI",214200,54596
"Lampasas, TX",272500,12172
"Hillsborough, NH",305900,52988
"Arapahoe, CO",344600,36384
"Duval, FL",504200,42663
"Canadian, OK",188900,15757
"Onondaga, NY",241300,398657
"Champaign, IL",207900,54327
"Walworth, WI",312400,399211
"Worcester, MA",390100,399215
"Middlesex, MA",679200,37523
"Weakley, TN",124900,42465
"Worcester, MA",426500,13224
"New Hanover, NC",370000,28111
"Okanogan, WA",117900,19744
"Barry, MO",92800,39829
"Essex, NY",121100,397510
"Schuylkill, PA",34500,20462
"Ocean, NJ",228900,53476
"Morris, NJ",810100,43583
"Saint Mary, LA",148500,9670
"Northampton, PA",359100,395693
"Hillsborough, NH",329700,17189
"Brunswick, NC",492900,40124
"Lenawee, MI",161300,11999
"Berks, PA",284400,398681
"Luzerne, PA",120000,397344
"Camden, NJ",197100,51448
"Iowa, WI",236900,39806
"Orange, FL",202400,126184
"Lehigh, PA",302700,398204
"Allegan, MI",252400,18091
"Lackawanna, PA",232700,399054
"Luzerne, PA",65800,38331
"Rockingham, NH",447000,23546
"Jefferson, AL",198500,43344
"Hernando, FL",138200,23848
"Blair, PA",241500,395467
"Berkshire, MA",468300,397127
"Lawrence, PA",133000,397356
"Westmoreland, PA",94900,41916
"Washington, VT",286200,397396
"Muskegon, MI",240200,398599
"Washington, MS",65500,52544
"Schuylkill, PA",191900,398187
"Kern, CA",134400,32910
"Lagrange, IN",248700,9361
"Bexar, TX",581300,27391
"Washington, NY",160300,397325
"Worcester, MA",747000,21526
"Sussex, NJ",274100,18189
"Hall, GA",223700,6276
"Okaloosa, FL",358100,22742
"Sutter, CA",299100,12410
"Washington, WI",248600,397158
"Tolland, CT",367300,44247
"Fauquier, VA",384300,10300
"Schenectady, NY",289000,51790
"Polk, FL",93200,124837
"Cleveland, OK",117900,33126
"Allegheny, PA",206100,48787
"Comanche, TX",74300,28392
"Middlesex, MA",416200,395507
"Summit, OH",265900,28946
"Warren, NJ",326500,9669
"Middlesex, MA",1159800,37751
"Clinton, MI",333700,397667
"Hunterdon, NJ",649200,398867
"Washington, MD",295300,4121
"Plymouth, MA",629600,36771
"Bexar, TX",202700,41744
"Santa Barbara, CA",934400,26968
"Bucks, PA",441000,398571
"El Paso, CO",480700,25730
"Bergen, NJ",1013100,44903
"Cameron, TX",57700,49892
"Caroline, VA",178300,49993
"Clark, WA",560200,12231
"Lincoln, MO",171500,11314
"Northampton, PA",346500,399199
"Winnebago, IL",234100,27986
"Josephine, OR",237600,37793
"Volusia, FL",492100,9121
"Saint Johns, FL",321300,4556
"Berrien, MI",163300,395585
"Perry, MS",162700,57020
"McHenry, IL",623700,41499
"Madison, NY",174300,397031
"Worcester, MA",447600,46144
"Tioga, NY",109900,56751
"Kent, MI",232200,52751
"Miami-Dade, FL",387800,10280
"Umatilla, OR",203000,48079
"Waukesha, WI",369700,28550
"Charles, MD",554400,52593
"Carroll, NH",215400,34619
"Chemung, NY",120100,397392
"Berks, PA",271800,12228
"Grant, IN",101700,20897
"Lake, IL",520800,28509
"Chesterfield, VA",510700,42588
"Callahan, TX",190100,44657
"Hamilton, OH",344400,395900
"Calvert, MD",444100,47514
"Suffolk, NY",379000,47685
"Mobile, AL",158400,17929
"Clark, IN",120300,143300
"Grayson, TX",272000,21042
"Oswego, NY",87700,398195
"Clallam, WA",260100,35705
"Hamilton, OH",205900,17734
"Henrico, VA",308700,242386
"Saint Louis, MO",114800,21590
"Baltimore, MD",625900,42677
"Gloucester, NJ",327700,188277
"Champaign, IL",133100,54715
"Warren, NJ",457900,35008
"Oakland, MI",485900,18993
"Stokes, NC",199800,40348
"Saint Louis, MO",281800,47419
"Orange, VA",221600,18335
"Rockingham, NH",326900,24060
"Fairfield, OH",228800,30205
"Hamilton, OH",300100,30852
"Merrimack, NH",357900,398913
"Nassau, NY",1918300,40053
"Dauphin, PA",276500,49719
"Hamilton, IN",146800,9398
"Will, IL",239300,51115
"Franklin, OH",816000,39963
"New London, CT",337100,397366
"Luzerne, PA",103400,18956
"Montgomery, MD",574100,161163
"Washington, PA",87700,38213
"Sacramento, CA",519300,395645
"Saratoga, NY",283100,396068
"Panola, MS",78400,6948
"Catawba, NC",199600,51528
"Erie, PA",271300,396996
"Camden, NJ",253200,18302
"Caddo, LA",70500,56677
"Guilford, NC",473400,14032
"Rockingham, NH",345500,398241
"Lafourche, LA",125800,19065
"Lancaster, PA",369400,397760
"Douglas, OR",222600,56224
"Rockingham, NH",418900,9107
"Hamilton, OH",205000,56769
"Effingham, GA",152100,6769
"Santa Cruz, CA",648700,30417
"Luzerne, PA",106300,50153
"Lackawanna, PA",160100,4107
"Monmouth, NJ",841800,30592
"Bell, TX",345800,40717
"Scott, IN",137600,13743
"Orange, VT",175000,47285
"King, WA",524400,48646
"Peoria, IL",75400,16218
"York, PA",305900,398914
"Tarrant, TX",110200,46124
"McDowell, NC",144500,183069
"Erie, PA",249100,398592
"Northumberland, PA",152100,398115
"Montgomery, PA",375500,38690
"Davidson, TN",915600,228696
"Dorchester, MD",206900,42366
"Montgomery, PA",263800,55480
"Chester, PA",611400,398748
"Franklin, MA",246800,54761
"Lehigh, PA",433800,207909
"Montgomery, PA",382700,51779
"Effingham, GA",135200,42941
"Saint Clair, MI",194300,16089
"Dickson, TN",283400,28344
"Trumbull, OH",212600,201379
"Monmouth, NJ",651700,47800
"Cook, IL",284800,44139
"Erie, NY",196000,55419
"Ascension, LA",268400,38665
"Bowie, TX",67900,9811
"Westmoreland, PA",57700,14360
"Brown, OH",196200,19498
"Outagamie, WI",270000,50452
"Rutland, VT",169600,17336
"Washington, AR",210100,34737
"Montgomery, PA",285600,26869
"Anderson, SC",231200,22810
"Dane, WI",246400,32760
"Metcalfe, KY",89800,49062
"Pennington, SD",274400,224065
"Hillsborough, NH",215900,395479
"Camden, NJ",223200,6068
"Honolulu, HI",1164100,18435
"Clay, MN",289700,35511
"Tarrant, TX",86900,43016
"Belknap, NH",259800,44029
"Allegheny, PA",113800,10224
"Sandoval, NM",356100,50435
"Suffolk, NY",360100,4482
"Chester, PA",449500,10807
"Granville, NC",119700,51210
"Morris, NJ",556200,6468
"Collier, FL",579600,125083
"Westchester, NY",634600,17963
"Mercer, NJ",366400,52521
"Allegheny, PA",92400,45446
"Calumet, WI",200900,398345
"Providence, RI",437200,31622
"Davis, UT",419500,40989
"Worcester, MA",313100,395789
"Weld, CO",370500,46547
"Carbon, PA",189000,32231
"Merrimack, NH",260700,7318
"Tompkins, NY",267900,398605
"Terrebonne, LA",93800,39844
"Onondaga, NY",219900,9549
"Linn, OR",369900,47598
"Middlesex, CT",367800,397781
"Tuscarawas, OH",184800,51763
"Livingston, NY",145500,51644
"Pittsylvania, VA",197800,36030
"Boone, AR",165600,18477
"Orangeburg, SC",140900,21887
"Morris, NJ",616800,397995
"Gila, AZ",77200,16295
"Venango, PA",115700,216140
"Franklin, OH",229200,201385
"Orange, NY",362500,396801
"Berks, PA",371300,397159
"Durham, NC",379600,30325
"Kent, MI",287300,399106
"Madison, AL",167400,53274
"San Luis Obispo, CA",798100,26526
"Lenawee, MI",262100,37927
"Marshall, KY",118400,48941
"Pasco, FL",159400,396079
"Wayne, MI",153700,31737
"Kenton, KY",312500,35737
"Florence, SC",149300,19831
"Luzerne, PA",100000,24459
"Gwinnett, GA",262900,41949
"Kalamazoo, MI",68700,167077
"Runnels, TX",156800,23587
"Saint Louis, MN",144100,17972
"Tompkins, NY",150100,19611
"Rockingham, NH",410800,19620
"Berrien, MI",85200,166551
"Somerset, NJ",362200,13908
"Hamilton, OH",503000,203957
"Johnson, IN",208000,22575
"Marion, OR",310100,18271
"Columbia, WI",302900,13380
"Norfolk, MA",438000,37235
"Saginaw, MI",164000,43285
"Lane, OR",328800,54928
"Grafton, NH",290600,398589
"Campbell, VA",227500,47489
"Malheur, OR",103700,33200
"Howell, MO",108300,46651
"Jefferson, CO",641700,119157
"Palm Beach, FL",169700,50114
"Rice, MN",228500,32567
"Collin, TX",524300,235217
"Hunterdon, NJ",417500,4730
"Madison, NY",119900,45068
"Wood, OH",120800,20248
"Hunterdon, NJ",616500,396981
"Dickson, TN",111400,4056
"Caroline, MD",145700,45256
"Cook, IL",704700,44035
"Madison, AL",107300,39978
"Pittsylvania, VA",94500,39085
"Clarke, GA",224200,7982
"Franklin, VT",256500,397813
"Jefferson, CO",639900,4197
"Dearborn, IN",238400,43047
"Middlesex, CT",531500,46034
"Claiborne, LA",83700,52455
"Evangeline, LA",81200,25716
"Allegheny, PA",257500,211199
"Allegheny, PA",261100,399162
"Essex, MA",830600,397593
"Travis, TX",457600,36646
"Rockingham, NH",518900,55474
"Worcester, MA",372200,8569
"Bergen, NJ",521600,20206
"Ocean, NJ",345000,38565
"Franklin, PA",146500,13263
"Multnomah, OR",442800,8638
"Cook, IL",1564200,47750
"Washington, PA",238800,395731
"Orange, FL",412700,123675
"Noble, IN",194800,14931
"Jessamine, KY",213500,43004
"Jefferson, NY",240300,52915
"Prince Georges, MD",284700,13751
"Polk, FL",163300,124864
"Frederick, MD",522400,56980
"Chelan, WA",319900,5584
"Cape May, NJ",281400,27950
"Allegheny, PA",103700,14090
"Westmoreland, PA",163100,53440
"Polk, TX",118700,25620
"Essex, MA",795300,7855
"Gregg, TX",224700,36211
"Rockingham, NH",364600,47563
"Saint Marys, MD",378000,9827
"Tioga, NY",167900,21653
"Pasco, FL",132400,396844
"Outagamie, WI",302000,45352
"Carbon, PA",277300,396971
"Wayne, OH",140000,44801
"Westmoreland, VA",193200,46597
"Placer, CA",579400,8996
"Henderson, TX",211200,49280
"Kenton, KY",239800,14103
"Vilas, WI",168800,45024
"Ingham, MI",202000,398594
"Bell, TX",192700,16170
"Red River, TX",109600,24094
"Passaic, NJ",346300,29713
"York, PA",236500,396181
"Union, NC",299300,396622
"Schuylkill, PA",286500,397113
"Polk, WI",159100,26904
"Pope, AR",178300,15392
"Warren, NJ",388100,396692
"Bergen, NJ",902000,25045
"Frederick, MD",287800,51174
"Merrimack, NH",317400,45172
"McHenry, IL",594600,53997
"Hamilton, OH",241000,396629
"Lucas, OH",450900,46938
"Polk, FL",52800,55004
"Westchester, NY",892000,37166
"Utah, UT",436000,6902
"Linn, OR",323100,38902
"Spartanburg, SC",255800,8367
"Camden, GA",260700,7996
"Howell, MO",110700,34855
"Litchfield, CT",308300,3953
"Merrimack, NH",327500,12948
"Eagle, CO",1111300,41448
"Cobb, GA",235400,53985
"Muscatine, IA",0,23346
"Randolph, NC",129500,40963
"Burnett, WI",138400,29616
"Clermont, OH",211100,32971
"Tolland, CT",290800,7233
"Westchester, NY",736800,45692
"Muskegon, MI",236600,55185
"Kent, DE",253200,18487
"Blackford, IN",106900,49396
"Worcester, MA",445400,26210
"Columbia, WI",243000,29435
"San Mateo, CA",1101000,41987
"Lenawee, MI",208100,30490
"Kane, IL",392800,395497
"King, WA",416700,19809
"Jackson, MS",125600,24989
"Washington, PA",111600,395490
"Outagamie, WI",230700,395565
"Erie, PA",272000,398350
"Cameron, TX",130000,33493
"Monmouth, NJ",617300,16319
"Winnebago, WI",252700,398344
"Saint Louis, MO",113500,11079
"Pickens, AL",126900,24909
"Saline, AR",200500,38962
"Marion, OR",344500,55996
"Richland, LA",83200,11077
"Dutchess, NY",332900,396112
"Hamilton, OH",148900,26901
"Maricopa, AZ",819800,30794
"Habersham, GA",124900,12851
"Northampton, PA",334200,398153
"Montgomery, PA",501700,28796
"Plumas, CA",162100,33510
"Lackawanna, PA",106500,22128
"Rockingham, NH",377600,18201
"Nassau, NY",846100,5137
"Fayette, PA",219800,397141
"Worcester, MD",204200,16164
"Lamoille, VT",374700,397783
"Mercer, PA",75100,50000
"Berrien, MI",170400,397653
"Randolph, IN",118400,34381
"Lawrence, PA",262900,395695
"Brown, OH",199300,20364
"Columbia, WI",268700,57225
"Morris, NJ",968200,395751
"New London, CT",192000,397102
"Scott, MN",303900,12957
"Douglas, CO",741700,13759
"East Feliciana, LA",173300,5308
"Montgomery, PA",349800,56981
"Camden, NJ",228100,8863
"Rock Island, IL",163300,42040
"Boone, IN",268800,48482
"Cook, IL",111700,8513
"Lee, FL",1007200,15959
"Brown, IN",238500,25982
"Pittsylvania, VA",98700,42424
"Hartford, CT",271100,11239
"Union, NC",671200,35940
"Sumner, TN",245900,37785
"Passaic, NJ",421100,51034
"Kern, CA",202800,18914
"Hendricks, IN",312700,22452
"Harris, TX",1364300,28623
"Carroll, NH",194900,19789
"Chatham, GA",334300,130309
"Lehigh, PA",192400,28839
"Dutchess, NY",430500,397904
"York, PA",155500,21248
"Los Angeles, CA",815300,16677
"Fluvanna, VA",237100,41293
"Chester, TN",124700,52484
"Sedgwick, KS",264600,44102
"Niagara, NY",261500,398727
"Bergen, NJ",676600,33185
"Yuma, AZ",122500,41615
"Chester, PA",556000,50819
"Racine, WI",428200,398781
"Shiawassee, MI",275700,18902
"Iredell, NC",153900,49371
"Berks, PA",360900,398454
"Cheshire, NH",203500,396131
"Outagamie, WI",212700,28460
"Prince Georges, MD",572400,24883
"Washington, PA",114200,396992
"Strafford, NH",435400,9710
"Delta, CO",183900,30806
"De Kalb, IN",190100,48352
"Douglas, KS",248800,51941
"Barry, MI",268100,399285
"Clark, WA",476900,251386
"Rensselaer, NY",189000,396120
"Campbell, VA",234300,18028
"Erie, NY",131200,54527
"Forsyth, NC",332400,25571
"Ozaukee, WI",351000,395688
"Dauphin, PA",241100,43327
"Monroe, MS",76500,12928
"Ottawa, MI",233900,31029
"Rock Island, IL",150100,53316
"Matanuska Susitna, AK",247700,395445
"Livingston, NY",244300,396984
"Tulare, CA",196400,13318
"Burke, NC",171100,21024
"Orange, FL",337500,43533
"Scott, MN",311700,46721
"Middlesex, MA",1136800,54393
"Rockingham, NH",347100,6253
"Saint Louis, MO",101200,26219
"Clay, MO",94300,53611
"Elkhart, IN",253700,39793
"Windham, CT",308700,8172
"Washington, PA",118500,32920
"Yakima, WA",145600,22218
"Suffolk, NY",653900,24506
"Caroline, MD",253200,11721
"Chickasaw, MS",115800,53696
"Fairfield, OH",328400,37767
"Nassau, NY",999600,396691
"Garland, AR",177500,33431
"Franklin, TX",135100,28942
"Armstrong, PA",112800,397601
"Eau Claire, WI",203300,10212
"Westmoreland, PA",149700,20394
"Cook, IL",172200,37665
"Clinton, NY",177200,17405
"Lehigh, PA",227200,398575
"Kankakee, IL",300000,5789
"Frederick, MD",543400,56076
"Du Page, IL",808800,55065
"Orleans, VT",172700,399259
"Gloucester, NJ",322200,397207
"Livingston, NY",205900,398958
"Worcester, MA",687500,398986
"Orange, CA",660300,16389
"San Luis Obispo, CA",651300,17264
"Macoupin, IL",174200,37023
"Oswego, NY",137400,48434
"New London, CT",608600,399104
"Saint Louis, MO",118900,8008
"Beaver, PA",173300,23637
"Missoula, MT",235400,46293
"Polk, FL",234800,36821
"Graham, AZ",250000,14121
"Orleans, NY",94500,399055
"Saint Johns, FL",435500,126011
"Terrebonne, LA",143000,47595
"Chester, PA",534900,210765
"Vernon, LA",156100,28101
"Orleans, NY",179000,398248
"Van Buren, MI",111100,38161
"Hawaii, HI",336000,45800
"Greene, OH",193600,8034
"Polk, FL",169200,24447
"Schuylkill, PA",164900,48409
"Ontario, NY",259300,11657
"Waukesha, WI",276100,14056
"Saint Clair, MI",211500,30739
"Salt Lake, UT",714600,240285
"Hennepin, MN",719600,5986
"Wright, IA",0,17849
"Berks, PA",208000,9922
"Lincoln, NC",149600,29833
"Centre, PA",168000,30405
"Plymouth, MA",530700,47414
"Saint Louis, MO",94400,8508
"Clinton, NY",183900,13736
"Howard, MD",662600,21380
"Hartford, CT",386400,38285
"Litchfield, CT",320400,27973
"Palm Beach, FL",119400,124553
"Erie, NY",154100,396990
"Suffolk, NY",355100,21494
"Loudoun, VA",687800,33750
"Medina, TX",182400,23987
"Bienville, LA",108400,48685
"Montague, TX",156800,36043
"Albany, NY",322000,39746
"Baker, FL",102500,43405
"Dearborn, IN",223200,49238
"Bexar, TX",298000,17335
"Pinellas, FL",250000,29589
"Carver, MN",460900,44465
"Saint Louis, MO",247500,173053
"Montgomery, PA",575000,42641
"Chesterfield, VA",195000,241650
"Morris, NJ",1146300,32998
"Jefferson, MO",221500,42197
"Putnam, FL",218500,38299
"Yamhill, OR",435500,24449
"Prince Georges, MD",377600,18296
"Carbon, PA",255500,395846
"Albemarle, VA",318700,24279
"Tuscola, MI",77500,17331
"Kane, IL",177000,43636
"Lehigh, PA",120000,7098
"Cortland, NY",183800,395752
"Lyon, IA",0,35884
"Pulaski, MO",117700,44944
"Monroe, FL",725400,52766
"Yuba, CA",379500,15893
"Dauphin, PA",280100,46518
"Randolph, NC",206000,35067
"Gloucester, NJ",131500,27910
"Weber, UT",382900,19974
"Morris, NJ",1143200,397524
"Effingham, IL",102600,43541
"Summit, OH",434100,13510
"New London, CT",383800,13674
"Polk, FL",127200,396828
"Lenawee, MI",218300,16062
"Nassau, NY",949600,13747
"Volusia, FL",521600,396897
"Fountain, IN",135600,23541
"Jackson, MO",64300,27305
"Cumberland, NC",308100,32511
"Dauphin, PA",237000,215256
"Campbell, KY",167400,10340
"Cheatham, TN",274400,42842
"Dane, WI",213500,397991
"Lancaster, PA",357300,395670
"Luzerne, PA",166300,399290
"Ashtabula, OH",143400,37142
"Randolph, NC",209300,15793
"Kenosha, WI",422400,398703
"Berks, PA",269000,9436
"Beaver, PA",100700,26089
"Jackson, FL",80600,34024
"Kenosha, WI",292800,20869
"Orleans, NY",193100,41993
"Sandoval, NM",352900,47147
"Saratoga, NY",346300,24044
"Rockingham, NH",418300,38136
"Jackson, FL",85600,4950
"Worcester, MA",331700,3457
"Eaton, MI",208900,21554
"Saint Marys, MD",349800,18374
"Tioga, NY",87100,50079
"Boyd, KY",80000,150423
"Williamson, TN",441200,29482
"Rockingham, NH",673200,15783
"Jefferson, NY",209700,399272
"Harrison, IN",196700,45123
"Montcalm, MI",82300,48653
"Fayette, PA",65300,214885
"Salt Lake, UT",331000,29261
"Hanover, VA",380900,396473
"Hancock, MS",97700,27806
"Berks, PA",266400,30076
"Beauregard, LA",157700,6674
"Oakland, MI",328500,39370
"Hunterdon, NJ",599000,51782
"Garland, AR",151700,6853
"De Kalb, IN",154200,30675
"Monmouth, NJ",551800,43976
"Washington, PA",94300,8166
"Cook, IL",896300,40087
"Saint Clair, MI",357200,44468
"Alachua, FL",273400,29907
"Jackson, OR",334800,47087
"Clermont, OH",210800,203786
"Eaton, MI",194600,26296
"Northampton, PA",330700,397764
"Warren, NY",222500,396741
"Santa Cruz, CA",708900,57218
"New London, CT",236500,121105
"Tompkins, NY",230600,397232
"Merrimack, NH",278100,399235
"Dauphin, PA",270200,56263
"Lackawanna, PA",161100,14133
"Albemarle, VA",266000,20395
"Steuben, NY",136100,398323
"Jefferson, IN",167300,15457
"Middlesex, CT",477100,44567
"Washington, PA",129000,395562
"Fayette, TX",123000,36696
"Oakland, MI",284000,41774
"Henry, IN",145300,49057
"Bucks, PA",612500,20162
"McHenry, IL",339100,13512
"Trimble, KY",144600,44093
"Monroe, IN",214400,11303
"Lorain, OH",306300,33964
"Dearborn, IN",320000,142429
"Saint Clair, MI",202700,10919
"Camden, NJ",240400,29207
"Clarke, MS",130100,22212
"Seminole, FL",426700,28528
"Salem, NJ",388600,6503
"Grant, WA",104800,16165
"Cameron, TX",126900,32579
"Sumter, FL",342000,7403
"Bergen, NJ",1034200,25143
"Greene, MS",169700,52917
"San Mateo, CA",3941700,16583
"Bucks, PA",590800,55493
"Washington, NY",131800,397146
"Schuylkill, PA",34500,12511
"Marion, OR",394400,25205
"Calumet, WI",202200,399218
"Muskegon, MI",215600,40501
"Hawkins, TN",167500,19457
"Henderson, NC",360600,182895
"Olmsted, MN",325000,45214
"Carroll, NH",295900,8834
"Dauphin, PA",253300,397777
"Jefferson Davis, LA",119300,14523
"Avoyelles, LA",119700,39605
"Stone, MS",283300,50476
"Beaver, PA",227600,397068
"Macon, GA",110600,6022
"Steuben, NY",142100,397519
"Suffolk, NY",274000,55276
"Van Buren, MI",119100,4923
"Dane, WI",286200,396958
"Washington, WI",269400,398382
"Berks, PA",248900,51105
"Gibson, IN",195400,57244
"Ulster, NY",292300,396102
"Ada, ID",347600,20629
"York, SC",454300,29454
"Lavaca, TX",95900,27087
"Bowie, TX",72700,45804
"Bucks, PA",552000,399066
"Wood, OH",97000,26171
"Walworth, WI",287800,398242
"Craighead, AR",159900,48719
"Pinellas, FL",574900,53103
"Lancaster, PA",340900,396665
"Jackson, MI",227300,397224
"Weld, CO",317800,29819
"Polk, FL",189700,46100
"Saint Clair, MI",151600,16852
"Westmoreland, PA",180700,32168
"Onondaga, NY",141100,15530
"Volusia, FL",207400,39325
"Sussex, NJ",229500,41070
"Merrimack, NH",287600,51089
"Bucks, PA",485600,17378
"Brazoria, TX",356600,32680
"De Witt, TX",100000,9967
"Denton, TX",180300,30108
"Calhoun, MI",145100,5200
"Cook, IL",623900,28971
"Beaver, PA",157700,16862
"Bristol, MA",392700,155230
"Clark, OH",156100,53254
"Chester, PA",859000,398173
"Cherokee, GA",282800,27739
"Jackson, MI",185000,49800
"Deschutes, OR",545400,50065
"Cook, IL",171600,53979
"Faulkner, AR",187800,12624
"Ventura, CA",706200,40110
"Salt Lake, UT",744300,240123
"Washington, MN",641200,24930
"Bastrop, TX",208100,34022
"Grundy, IL",147500,48874
"Brown, WI",204400,398874
"Washington, MD",340200,396680
"Hanover, VA",251300,18459
"Passaic, NJ",460800,30048
"Thurston, WA",346800,13430
"Hunterdon, NJ",598800,395993
"Garfield, CO",181700,40241
"Bryan, GA",170900,13244
"Weld, CO",441800,29995
"Blount, TN",219600,35379
"Jefferson, LA",184800,15249
"Porter, IN",256000,33505
"Dukes, MA",1009000,50439
"Whitley, IN",171100,47777
"Bartholomew, IN",117400,21916
"Genesee, MI",153300,19029
"Monterey, CA",1646200,114651
"Kanawha, WV",85500,17470
"Luzerne, PA",118400,45326
"Ocean, NJ",712100,42863
"Tioga, NY",159800,397835
"Rutland, VT",156700,398158
"Schoharie, NY",172300,398865
"Siskiyou, CA",262800,7809
"Saginaw, MI",166600,21573
"Campbell, KY",278900,55598
"Rockingham, NH",376800,51255
"Saint Louis, MO",1203600,11550
"Noble, IN",106600,30152
