CountyState,Average,RegionID
"Vernon, WI",144600,48448
"Jefferson, PA",84500,23851
"Saint Clair, MI",185900,45216
"La Salle, IL",91700,19316
"Shelby, AL",296700,21328
"Washington, OK",81700,35621
"Goliad, TX",102100,18318
"Trumbull, OH",144400,39701
"Waukesha, WI",277300,398534
"Sevier, TN",260500,33414
"Lake, IL",921900,52845
"Wayne, IN",155300,4029
"Hunterdon, NJ",509400,5529
"Hamilton, OH",193400,202948
"York, PA",326500,398739
"Coweta, GA",168600,25980
"Grafton, NH",268900,37728
"Alachua, FL",250000,37159
"Wilcox, GA",67300,50632
"Mercer, PA",51300,18084
"Calumet, WI",192600,397094
"Allen, OH",164300,20598
"Warren, OH",356600,22821
"Carbon, PA",57600,25506
"Kenton, KY",165600,25673
"Hennepin, MN",406400,51667
"Saint Clair, IL",118800,3998
"Addison, VT",222000,397545
"Morris, NJ",466300,13534
"Saint Clair, IL",266200,53335
"Niagara, NY",176500,397940
"Marion, OR",361200,53428
"Racine, WI",404600,396975
"Kent, MI",468600,397945
"Nassau, NY",798300,36177
"Sabine, TX",271600,52483
"Montcalm, MI",91100,15321
"Saint Bernard, LA",147900,30238
"Covington, AL",126900,37137
"Berks, PA",346200,397970
"Macomb, MI",364800,35850
"Fayette, TN",439400,227226
"Shiawassee, MI",159700,44394
"Washington, MD",199100,15431
"Middlesex, CT",425400,38982
"San Bernardino, CA",441400,5482
"Madison, AL",146400,42454
"Fountain, IN",132600,49908
"Franklin, PA",166700,11708
"Fairfield, OH",294600,30340
"Warrick, IN",193300,36872
"Mercer, PA",124800,397027
"Hunterdon, NJ",553800,397381
"Putnam, FL",169100,28244
"Pinellas, FL",458900,29746
"Augusta, VA",354300,42449
"Camden, NJ",243200,44192
"Monmouth, NJ",718700,397046
"Lancaster, PA",344900,399226
"Westchester, NY",1356600,29237
"Ogle, IL",40500,40390
"Kanawha, WV",105400,27116
"Marion, TX",93500,22201
"Tipton, TN",226400,53465
"Berks, PA",273500,397623
"Berrien, MI",107000,395559
"San Luis Obispo, CA",271200,22745
"Jackson, MI",239400,29617
"Schuylkill, PA",296000,397794
"Livingston, LA",155700,50661
"Gwinnett, GA",311000,54600
"Roane, TN",157400,19754
"Ionia, MI",195900,35495
"Dutchess, NY",417200,395763
"Morris, NJ",457700,6060
"Skagit, WA",404000,12232
"De Kalb, IN",147300,49072
"Allegheny, PA",82400,213954
"Weld, CO",248300,19981
"Muskegon, MI",108600,26835
"Brevard, FL",195700,124894
"Barnstable, MA",808700,397826
"Stark, OH",180800,24479
"Suffolk, NY",341400,30703
"Wharton, TX",154300,36851
"Harrison, IN",173300,15603
"Fayette, PA",161500,398974
"Monroe, MI",263500,40318
"Lehigh, PA",280500,398774
"Orange, TX",187100,30587
"Whatcom, WA",519900,42018
"Saint Charles, MO",497700,40711
"Washington, WI",448400,397984
"Van Zandt, TX",85900,18354
"Cumberland, PA",206600,49144
"Saint Clair, IL",75200,56758
"Wayne, MI",533800,45582
"Strafford, NH",273400,39800
"DeKalb, IL",328300,42237
"Steele, MN",142800,3702
"Forsyth, NC",208600,34299
"Nassau, NY",2998100,53705
"Allen, IN",205000,9363
"Lancaster, PA",314900,398653
"Pike, GA",185000,14654
"Mercer, PA",115700,397972
"Orange, FL",280000,396841
"Robertson, TN",243700,49236
"Fayette, GA",430700,56857
"Orange, FL",730100,123559
"Washington, PA",241000,398171
"Schuylkill, PA",91700,11517
"Hawaii, HI",629600,133552
"Hamilton, OH",510000,199222
"Haywood, NC",237900,9738
"Dauphin, PA",161900,397087
"Sussex, NJ",302700,15490
"Columbia, NY",316800,397050
"Manatee, FL",307000,12895
"York, PA",197400,31160
"Tompkins, NY",286400,397311
"Seneca, NY",223200,398183
"Oakland, MI",530100,5241
"Barnstable, MA",454700,28817
"Sumter, FL",123900,32396
"Washington, NY",235400,397064
"Maury, TN",157000,46643
"Chittenden, VT",490800,10784
"Maury, TN",223300,28313
"Beaver, PA",305600,397174
"Washington, WI",244400,29535
"Rockingham, NH",414400,11065
"Allegheny, PA",92700,32873
"Daviess, IN",168600,46861
"Lancaster, NE",257500,7796
"Sussex, NJ",348400,397697
"San Mateo, CA",1059200,17174
"Jefferson, MO",179200,38097
"Tuscarawas, OH",233400,27294
"Saint Louis, MN",181500,26896
"Ingham, MI",160600,25779
"Lancaster, PA",406500,397852
"Barnstable, MA",561800,51826
"Essex, MA",455600,395759
"Hancock, IN",283900,11014
"Walker, AL",66200,31043
"Shawnee, KS",192100,37028
"York, PA",375100,6149
"Medina, TX",176700,46681
"Caddo, LA",84600,19459
"Worcester, MA",339500,398005
"Beauregard, LA",124700,43788
"Indian River, FL",1139500,32145
"Harris, TX",1244900,8306
"Caroline, MD",295900,33661
"Dane, WI",384900,397107
"Garfield, CO",656300,10710
"Benton, IN",132400,31630
"Ontario, NY",128000,397229
"Jefferson, NY",239200,16671
"Fairfield, SC",114200,47386
"Pottawattamie, IA",108900,34985
"Allegheny, PA",100100,33502
"Boone, KY",233200,54785
"Newport, RI",781000,12095
"Polk, FL",230900,55797
"Monterey, CA",1286000,51274
"Northumberland, PA",189400,397617
"Pierce, WA",453700,22131
"Caroline, MD",282600,13390
"Ocean, NJ",237700,29733
"Amador, CA",282900,39132
"Grant, WI",132600,28311
"Saint Louis, MO",99400,13157
"Oconee, SC",236900,26927
"Saginaw, MI",166400,39758
"Franklin, MA",416400,34180
"Franklin, WA",136800,10931
"Delaware, IN",180200,55286
"Cheshire, NH",308900,27757
"Middlesex, NJ",660800,397423
"Nassau, NY",1197700,49508
"Montgomery, NY",137900,395488
"Warren, NJ",373900,398130
"Willacy, TX",69600,22214
"Butler, PA",223500,399289
"Hickman, TN",179700,3745
"Saint Clair, AL",232400,10191
"Clatsop, OR",258700,20403
"Washington, UT",357800,45908
"Park, CO",409200,16865
"Covington, AL",81300,31578
"Medina, OH",241600,32553
"Placer, CA",625500,46477
"Greene, MO",219200,35229
"Hillsborough, NH",229900,397512
"Berks, PA",178400,14571
"Harnett, NC",146800,15292
"Robertson, TN",312500,225983
"Pima, AZ",241800,113075
"Chittenden, VT",293300,395753
"Loudoun, VA",691400,31922
"Oswego, NY",157800,53786
"Saint Clair, MI",308700,57270
"Berks, PA",306700,35756
"Erie, NY",112800,195828
"Montgomery, PA",309700,26457
"Walworth, WI",256300,399151
"Champaign, OH",196900,47522
"Fairfield, CT",679800,20465
"Davis, UT",403500,55097
"Saint James, LA",178600,15657
"Ingham, MI",135300,52941
"Lancaster, PA",296800,31016
"Spartanburg, SC",235000,56993
"Wayne, IN",152000,42456
"Ashe, NC",165400,39359
"Bay, MI",103600,50230
"Washington, OR",482400,49691
"Worcester, MA",494800,10514
"Iredell, NC",198600,20675
"Saint Clair, MI",285700,46497
"Fauquier, VA",342900,54101
"Lancaster, PA",332700,398959
"Racine, WI",383600,399085
"Erie, NY",79400,23029
"Washington, MD",388100,49403
"Washington, PA",139700,44526
"Weld, CO",212000,55406
"Hampden, MA",351100,48788
"Hunterdon, NJ",375800,11893
"Sonoma, CA",531500,28730
"Franklin, OH",330400,30723
"Bay, FL",198600,125675
"McDonough, IL",69500,3908
"Columbia, NY",294200,5666
"Garland, AR",340400,110408
"Henry, IL",75300,4840
"Oldham, KY",462900,45490
"Chester, PA",323500,398094
"Spartanburg, SC",76200,56161
"Essex, MA",829600,41616
"Brunswick, NC",345200,14051
"Ulster, NY",246600,397147
"Luzerne, PA",62400,398644
"Saint Clair, MI",354700,24069
"Du Page, IL",418200,26246
"Rockingham, NH",515100,4981
"Monmouth, NJ",515500,16536
"Chester, PA",268700,42672
"Winnebago, IL",145600,21572
"Hamilton, OH",139400,21964
"Yavapai, AZ",256800,56913
"Chattahoochee, GA",149100,4285
"Oswego, NY",182700,6973
"Fulton, NY",235000,53866
"Barnstable, MA",801700,398045
"Montgomery, PA",380200,27457
"Clark, OH",216800,13913
"Jay, IN",123700,56030
"Rockland, NY",436400,395433
"Madison, IN",109000,47054
"Clay, MN",180200,21632
"King William, VA",231100,34759
"Morris, NJ",412000,50250
"Warren, NY",372100,397840
"Litchfield, CT",446000,44153
"Sussex, NJ",390700,44291
"Tuscaloosa, AL",189900,3842
"Montgomery, AL",265400,13286
"Brown, TX",116700,51781
"Blue Earth, MN",248800,32377
"Mecosta, MI",84600,32948
"Monmouth, NJ",362100,37920
"Van Buren, MI",114800,39382
"Eaton, MI",280800,399127
"Wood, OH",187000,55010
"El Dorado, CA",388000,35623
"Sussex, NJ",327700,20626
"Robertson, TX",62600,11853
"Wicomico, MD",189600,42192
"Franklin, VT",196600,398351
"Van Zandt, TX",92800,57116
"Orange, FL",139700,21829
"Mecosta, MI",135600,13988
"Essex, MA",718200,397481
"Rock, WI",284900,397740
"Mercer, PA",95500,398394
"Allegheny, PA",370600,7022
"York, PA",234800,25723
"Maricopa, AZ",495000,26113
"Saratoga, NY",217600,54469
"Saratoga, NY",306800,398112
"Hamilton, OH",340100,396078
"Berks, PA",318500,399116
"Pacific, WA",224200,19083
"Ozaukee, WI",338000,398801
"Grayson, TX",216000,3622
"Washington, UT",285400,52828
"Livingston, MI",320000,11734
"Hickman, TN",114300,51334
"Culpeper, VA",397200,35879
"Berks, PA",279600,395581
"Butler, PA",179900,397594
"Frederick, VA",346000,5939
"Orangeburg, SC",196700,6944
"Rensselaer, NY",243800,398381
"Rowan, NC",223600,20216
"Jefferson, AL",178900,11692
"Tippah, MS",97000,21493
"Bulloch, GA",148500,51159
"Van Buren, MI",79400,3529
"Okanogan, WA",160100,10546
"Lake, IL",1129300,26782
"Terrebonne, LA",243000,30547
"Rutherford, TN",295100,32434
"Montcalm, MI",133700,9642
"Butler, PA",212100,8047
"Monterey, CA",501700,18319
"Johnson, KS",810800,25923
"Itawamba, MS",144100,19183
"Kent, MI",359200,44395
"Mercer, NJ",424500,5574
"San Mateo, CA",2467600,114956
"Montgomery, PA",341200,214709
"Erie, OH",228800,41876
"Brevard, FL",335200,398464
"Spokane, WA",342100,12975
"Muskegon, MI",168700,52557
"Erie, NY",136500,398550
"Racine, WI",434100,399159
"Lewis, NY",119000,397971
"Schuylkill, PA",237200,19673
"Westchester, NY",571800,28057
"Ottawa, MI",300500,36952
"Clark, WA",517600,21404
"Genesee, MI",151100,42194
"Indian River, FL",167200,31545
"Franklin, MO",175200,48267
"Salem, NJ",310700,397123
"El Dorado, CA",530200,10939
"Salem, NJ",277900,21383
"Cook, IL",105100,31236
"Cheshire, NH",302400,49647
"Washington, PA",452800,32765
"Kent, DE",248400,10675
"Washington, WI",241800,397888
"Bowie, TX",188500,36348
"Wilson, NC",196300,39536
"Centre, PA",312900,398072
"Scott, MN",208200,10330
"Queen Annes, MD",375300,28678
"Davidson, TN",2161600,225133
"Lamar, MS",144200,29350
"Harford, MD",483000,56580
"Terrebonne, LA",162900,24048
"Williamson, TX",154900,12103
"Orange, NY",430500,395540
"Emmet, MI",195600,37071
"Okaloosa, FL",212400,18608
"Collier, FL",252900,125082
"Tippah, MS",98100,29102
"Warren, OH",246200,40980
"Campbell, VA",215600,42126
"Yamhill, OR",325500,51669
"Trumbull, OH",98800,12612
"Canyon, ID",263300,47004
"Hamilton, OH",298800,29480
"Nassau, NY",2302700,12894
"Luzerne, PA",54400,24800
"Rensselaer, NY",99900,11971
"Northampton, PA",204400,47052
"Stark, OH",265700,16231
"Nassau, NY",1166000,18292
"Luzerne, PA",66800,399270
"Franklin, GA",161500,17286
"York, PA",330800,398098
"Palm Beach, FL",327700,398250
"Chester, PA",450500,26382
"Ontario, NY",278400,397943
"Guilford, NC",516600,19713
"Delta, CO",183600,25191
"Orange, NY",408700,29864
"Greene, MO",188600,48313
"Coos, OR",332400,35198
"Placer, CA",483000,10902
"Prince Georges, MD",363100,21370
"Sussex, NJ",497600,31650
"Spartanburg, SC",147300,8140
"Fayette, PA",204100,397131
"Twin Falls, ID",292700,4713
"Hamilton, OH",131400,56433
"Ashtabula, OH",179700,52194
"Tangipahoa, LA",119400,33742
"Granville, NC",149700,29292
"Hamilton, OH",232800,10970
"Howell, MO",93800,14570
"Baldwin, AL",550900,56112
"Dearborn, IN",300400,141421
"Palm Beach, FL",686900,5160
"Wyandotte, KS",247300,4527
"Montgomery, PA",514900,8022
"Fayette, PA",84600,399095
"Washington, OR",515000,3531
"Cheshire, NH",241000,397485
"Polk, FL",113600,126681
"Dauphin, PA",267000,56459
"Bay, MI",142200,11341
"Sevier, TN",254700,18258
"Sangamon, IL",184500,9667
"Montgomery, PA",379700,397387
"Wood, OH",246800,11672
"Windham, CT",309100,43183
"Monroe, MI",123200,169033
"Cuyahoga, OH",412800,53206
"Bucks, PA",494200,397370
"Monmouth, NJ",673000,28233
"York, PA",397100,211138
"Clark, OH",144700,202792
"Anderson, SC",80700,47832
"Randolph, NC",176200,40799
"Lehigh, PA",231700,398895
"Los Angeles, CA",786900,3491
"Honolulu, HI",834200,35351
"Union, NC",347200,181463
"Blair, PA",206200,397567
"Tioga, PA",150500,397642
"Allegheny, PA",177400,398943
"Monroe, TN",179300,22728
"Sedgwick, KS",258300,12518
"Gloucester, NJ",257200,49738
"Sonoma, CA",1154500,4905
"Washington, MN",271300,19615
"Worcester, MA",331200,35189
"Washington, NY",229300,397579
"Baldwin, AL",225700,20707
"Bartow, GA",161900,20758
"Rensselaer, NY",139300,45807
"Grundy, IL",208500,39811
"Okfuskee, OK",114300,40217
"Clarendon, SC",85900,40346
"Chelan, WA",362000,53147
"Luzerne, PA",62700,395885
"Carbon, PA",300600,397012
"Indiana, PA",136100,30484
"Parker, TX",229800,237053
"Nassau, NY",1784100,17874
"Clay, MN",239400,17776
"Onondaga, NY",204700,35163
"Lavaca, TX",90000,45617
"Erie, NY",177300,398082
"Steuben, NY",109800,399093
"McHenry, IL",256400,139933
"McLennan, TX",133200,234707
"Worcester, MA",503300,22187
"Steuben, NY",73100,397202
"Ulster, NY",296000,398384
"Trumbull, OH",231300,5699
"Pennington, SD",175400,23792
"Washington, OR",471300,42235
"Yavapai, AZ",359900,21624
"Albany, NY",246500,21252
"Oswego, NY",153900,54125
"Santa Clara, CA",1422700,396554
"Spartanburg, SC",231000,29787
"Broome, NY",166000,398110
"Hampshire, MA",461400,11773
"Delaware, IN",142400,28357
"Beaver, PA",234400,397117
"York, VA",420800,54351
"Gregg, TX",127200,49129
"Rockland, NY",766500,397407
"Beaver, PA",189000,396643
"Livingston, NY",194400,21415
"Ocean, NJ",274100,41299
"Walker, GA",133000,128578
"York, PA",358500,398365
"Catawba, NC",124400,12437
"Hillsdale, MI",177100,49375
"Carbon, PA",254000,397071
"Ontario, NY",251200,398184
"Lawrence, PA",135600,28898
"Allegheny, PA",91100,15541
"Davis, UT",528400,38620
"Cook, IL",355900,45870
"Warren, NY",330600,398039
"Lackawanna, PA",110000,41189
"Carbon, PA",149200,46695
"Chelan, WA",273600,37841
"Portage, OH",171900,36287
"McKean, PA",74000,39188
"Charles, MD",453300,55179
"Sonoma, CA",611200,4757
"Catoosa, GA",202700,36029
"Clay, MO",131200,19990
"Orange, NY",370600,198670
"Saint Landry, LA",110000,33487
"Hamilton, OH",110900,52972
"Alachua, FL",258100,53293
"Siskiyou, CA",270000,32988
"Jefferson, CO",452300,38324
"Suffolk, NY",392200,43141
"Berks, PA",314900,207902
"Kern, CA",270800,24797
"Audrain, MO",59200,41468
"Lagrange, IN",190700,43419
"Mason, MI",156500,395561
"Allegheny, PA",125900,4615
"San Benito, CA",556800,6922
"Jefferson, NY",198700,397700
"Chester, PA",282400,36548
"Clinton, MI",199600,40205
"Saint Johns, FL",429400,123817
"Colusa, CA",216700,21307
"Washington, OR",490000,207197
"Kenosha, WI",303400,398205
"Adams, WI",109900,24805
"Laurens, SC",162400,41577
"Ingham, MI",150800,20666
"Berks, PA",352400,398905
"Goochland, VA",272500,43392
"Canyon, ID",265300,15921
"Cuyahoga, OH",760700,32946
"Bernalillo, NM",605700,53046
"Chester, PA",546900,399147
"Franklin, VA",159200,3750
"Boulder, CO",577000,12486
"Lawrence, PA",148700,395461
"Orleans, NY",91000,396945
"Taylor, TX",87300,39752
"Walker, GA",214200,13555
"Winona, MN",258000,26903
"Warren, NJ",278500,395813
"Lake, IL",200500,26856
"Erie, PA",134100,21204
"Chester, PA",704400,397206
"Gloucester, NJ",390700,7498
"Carroll, MD",436600,29073
"Grant, IN",132400,4663
"Cuyahoga, OH",532100,35789
"Solano, CA",456800,40576
"Sullivan, IN",62000,44446
"Calvert, MD",635200,45002
"Eaton, MI",189800,21061
"McHenry, IL",279000,25484
"Rockingham, NH",999700,26889
"Fayette, PA",76600,49586
"Dauphin, PA",250900,212479
"Delta, CO",179400,36678
"Tulare, CA",211200,49384
"Mercer, PA",88000,397318
"Sullivan, NH",291300,14042
"Allegheny, PA",174400,5287
"Saint Louis, MO",89800,13293
"Tuscola, MI",195300,29784
"Prince William, VA",393500,245146
"Richmond, GA",155200,25096
"Dickinson, KS",93800,23393
"Butler, OH",384300,26281
"Montezuma, CO",247200,44952
"Lee, MS",182600,12827
"Preble, OH",164400,22346
"Denton, TX",369700,28175
"Ashtabula, OH",184600,8844
"Armstrong, PA",125900,395531
"Harford, MD",372800,8214
"Washington, PA",398500,395660
"Berks, PA",295700,399265
"Carroll, MD",405800,34379
"Erie, NY",171100,55599
"Caldwell, NC",86900,8451
"Wayne, MI",132600,13563
"Erie, PA",119100,395583
"McHenry, IL",507500,9540
"Douglas, OR",218900,49914
"Allegan, MI",229400,39041
"Travis, TX",351700,237669
"Monroe, MI",178300,19794
"Washington, UT",389700,6937
"Whatcom, WA",256100,8918
"Volusia, FL",236300,9112
"Plymouth, MA",536500,40382
"Westmoreland, PA",174700,397424
"Trumbull, OH",118100,3821
"Frio, TX",92000,11118
"Orange, NY",231500,27642
"York, PA",339900,397891
"Berks, PA",283400,7488
"York, PA",362500,24690
"Bay, MI",159700,399287
"Kosciusko, IN",285100,55835
"Livingston, MI",401500,56064
"Mecosta, MI",95000,399284
"Barry, MI",166400,33032
"Saint Clair, MI",189300,43860
"Robertson, TX",104500,23249
"Orange, NY",311700,35431
"Allegheny, PA",207500,396641
"New Kent, VA",305100,18948
"Alamance, NC",288300,45146
"Kent, MI",136900,6927
"Hancock, OH",121700,32772
"Yellowstone, MT",224600,50028
"Tompkins, NY",231100,398163
"Dutchess, NY",421000,399174
"Middlesex, MA",685800,56034
"Gloucester, NJ",547200,397990
"Sussex, NJ",260400,45627
"Genesee, NY",161800,397580
"Hall, GA",212900,46340
"Erie, PA",77400,20885
"Berkshire, MA",191500,51380
"Hamilton, OH",237000,202949
"Meade, KY",109100,18419
"Hale, TX",66600,50636
"Prince Georges, MD",330700,163611
"Washington, PA",229000,395511
"Bucks, PA",508300,8018
"Haskell, TX",67800,31971
"Allen, OH",213400,38904
"Ozaukee, WI",242400,54683
"Saint Clair, MI",167100,42317
"Howard, MD",662100,9767
"Dutchess, NY",476500,395576
"Talbot, MD",260300,20836
"Barnstable, MA",604600,4492
"San Diego, CA",868200,45919
"Westmoreland, PA",166000,34327
"Walworth, WI",451400,397944
"Nueces, TX",389600,53962
"Fulton, IN",155700,56191
"Iberville, LA",106700,55172
"Steuben, NY",197300,395458
"Cecil, MD",310000,47069
"Weakley, TN",106900,55923
"Medina, OH",406500,14349
"Lehigh, PA",156500,14774
"Madison, NE",128000,32636
"Craighead, AR",165100,41990
"Worcester, MA",421500,46552
"New London, CT",272200,396808
"Allegheny, PA",107800,51110
"Tioga, PA",180000,34716
"Ionia, MI",235200,54318
"Lake, IL",312400,49047
"Columbia, NY",352300,399053
"Nassau, NY",740300,32548
"Armstrong, PA",138500,398507
"Broome, NY",159200,44729
"Ocean, NJ",418000,396962
"Boone, MO",104500,7296
"Smith, MS",135900,26675
"Worcester, MA",327200,398240
"Pike, IN",123400,16566
"Harris, TX",1795300,26518
"Pinellas, FL",609900,5272
"Cumberland, NJ",221700,398246
"La Salle, IL",168900,36498
"Bergen, NJ",2505800,9501
"Newton, MS",181000,21486
"Sauk, WI",224400,8243
"Hendricks, IN",258300,37902
"Prince Georges, MD",438200,23686
"Wilson, TN",239600,56784
"York, PA",314400,399028
"Lake, FL",347000,5226
"Schoharie, NY",186500,396994
"Hunterdon, NJ",633800,397438
"Rowan, NC",167900,396439
"Jefferson, NY",151300,395812
"Bernalillo, NM",474600,36621
"Marinette, WI",119000,51592
"Allegheny, PA",288600,210200
"Genesee, NY",234200,398135
"Polk, WI",153300,37908
"Fauquier, VA",365400,32717
"Sangamon, IL",246700,33457
"Centre, PA",232500,398401
"Walton, FL",511000,36173
"Rockland, NY",733300,36140
"Berks, PA",322800,398143
"Island, WA",585000,42033
"Prince Georges, MD",521600,44559
"Beaver, PA",151300,395905
"Northampton, PA",299400,398915
"Hawkins, TN",202700,26007
"Middlesex, MA",363400,43954
"Brunswick, NC",309100,15287
"Hall, GA",201400,18281
"Montgomery, PA",221300,54583
"Warren, NJ",442600,188902
"Collin, TX",243200,39739
"Allegheny, PA",290200,21603
"Amador, CA",417900,395646
"Walworth, WI",209200,8826
"Montgomery, MD",600700,26960
"Clinton, IN",212900,20251
"Berkshire, MA",302900,32422
"Morris, NJ",391700,39960
"Saint Louis, MN",90400,53449
"Trimble, KY",145600,23308
"Westchester, NY",389700,23865
"Hunt, TX",88700,25633
"Collier, FL",450200,125583
"Cass, TX",84400,6660
"Cumberland, PA",231500,55838
"Collier, FL",457300,126515
"Union, LA",98700,35909
"Allen, IN",149500,45846
"Tioga, NY",175200,398869
"Hamilton, OH",210800,396625
"Kent, MI",247400,22920
"Trumbull, OH",128200,23345
"Calhoun, MI",105500,34101
"Lake, OH",179900,4667
"Perry, OH",107100,17633
"Saginaw, MI",298500,45336
"Medina, OH",325000,36116
"Lancaster, PA",311600,52142
"Riverside, CA",332300,115605
"Genesee, NY",215500,399180
"Vermillion, IN",91800,10867
